wiki_name,lon,lat,views,roads
Kau Kee Restaurant,22.284229999999997,114.15252199999999,5361,Gough Street
Tai Wai,22.375674,114.178627,13694,Chik Fu Street
Victoria Peak Garden,22.274060000000002,114.14334,8310,Lugard Road
Kornhill,22.282777777778,114.21638888889,9535,Hong Yue Street
Savannah College of Art and Design,32.073,-81.0961,132537,West Jones Street
Yau Ma Tei station,22.3129,114.1707,9,Nathan Road
Sha Tin Town Hall,22.381388888889,114.19,2711,Yuen Wo Road
Central and Western District,22.28666,114.15496999999999,26280,Pier Road
Hong Kong Sanatorium & Hospital,22.26931,114.18293999999999,12178,Village Road
Kwai Chung,22.366666666666998,114.125,19886,Tai Wo Hau Road
"Mount Parker, Hong Kong",22.266666666667,114.21666666667,5882,Mount Parker Road
Sham Shui Po Sports Ground,22.337068,114.152142,2696,Hing Wah Street
Kam Shan Country Park,22.351860000000002,114.15353,9079,Maclehose Trail Sec. 6
Wong Tai Sin District,22.33353,114.19686000000002,9613,Prince Edward Road East
Jockey Club Innovation Tower,22.305555555556,114.17916666667,2726,Chatham Road South
Hong Kong Stock Exchange,22.28414,114.15768,156814,Connaught Place
Kowloon Tsai Park,22.332384,114.18348,5014,Inverness Road
Sai Yeung Choi Street,22.32195,114.16944,8021,Sai Yeung Choi Street South
Hong Kong Island,22.264444444444,114.18722222222,149837,Broom Road
Dorsett Wanchai Hong Kong Hotel,22.27468,114.17886999999999,3017,Queen's Road East
To Kwa Wan station,22.3172,114.1876,17,Ma Tau Wai Road
Hong Kong Baptist Hospital,22.33996,114.17988000000001,10198,Junction Road
Open University of Hong Kong,22.3162,114.18,20320,Good Shepherd Street
Hong Kong Golf Club,22.491999999999997,114.115,13826,Fan Kam Road
Metroplaza Towers,22.357763888888996,114.12646388889,3384,Hing Fong Road
Fa Yuen Street,22.317729999999997,114.17148,9854,Sai Yee Street
Hong Kong Sports Institute,22.394966666667,114.20206666666999,6861,Yuen Wo Road
Diocesan Boys' School,22.322763888888996,114.17436388889,28184,Argyle Street
Quarry Bay Park,22.2889,114.2173,3334,Island Eastern Corridor
La Salle College,22.329197222222,114.18248055556002,26866,La Salle Road
Royal Park Hotel,22.3795,114.1885,6311,Pak Hok Ting Street
Morse Park,22.3384,114.191,2458,Fung Mo Street
Maryknoll Convent School,22.3279,114.1796,13171,Ho Tung Road
The Vine Church,22.2764,114.1765,3708,Burrows Street
Lok Wah Estate,22.32176,114.21972,4844,Chun Wah Road
Western Market,22.287229999999997,114.1504,10975,Des Voeux Road Central
Kwun Tong Ferry Pier,22.306338888888998,114.22156111111,4478,Wing Yip Street
Ocean Park Hong Kong,22.245861111111,114.17591666666999,147555,香港老大街
Lai King station,22.3484,114.1261,55,Lai King Hill Road
"Three Garden Road, Central",22.2787,114.1607,12090,Garden Road
Cattle Depot Artist Village,22.32077,114.19133000000001,7226,Ma Tau Kok Road
Lai Chi Kok Hospital,22.337922,114.141976,2997,Castle Peak Road
Blue House (Hong Kong),22.273897,114.174146,13521,Stone Nullah Lane
Tian Tan Buddha,22.254106,113.90514399999999,164812,Ngong Ping Road
Wan Chai Pier,22.282072222222,114.17565555556001,6252,Harbour Road
Manulife Financial Centre,22.307777777778,114.22361111111,4247,Wai Yip Street
Kwai Chung Sports Ground,22.358055555556003,114.12527777778,1860,Hing Shing Road
St. Paul's Convent School,22.278333333333002,114.1875,13951,Leighton Road
Novotel Century Hong Kong,22.279008333333,114.17670277778,4541,Jaffe Road
St. Paul's Hospital (Hong Kong),22.27835,114.18831000000002,7044,Tung Lo Wan Road
Lok Sin Tong Yu Kan Hing Secondary School,22.3418,114.1851,922,Fu Yue Street
Ko Shan Road Park,22.313979999999997,114.1857,1655,Ko Shan Road
Kowloon Walled City,22.332280555556,114.19027777778,620458,Tung Tau Tsuen Road
Ammar Mosque and Osman Ramju Sadick Islamic Centre,22.2775,114.17888888889,3668,Oi Kwan Road
Immigration Tower,22.279722222222,114.17305555556001,6883,Gloucester Road
Hong Kong Disneyland Resort,22.313333333333002,114.04333333333,55165,
Happy Valley Racecourse fire,22.272777777778,114.18222222222,4597,Wong Nai Chung Road
Shek Kip Mei,22.33426,114.16881000000001,12194,Nam Cheong Street
Munsang College,22.331960000000002,114.18646000000001,4006,Dumbarton Road
Diamond Hill,22.34117,114.20107,12504,Lung Poon Street
Lai Chi Wo,22.526983333333,114.259225,7198,Lai Chi Wo Nature Trail
South China AA,22.275644,114.18753899999999,70858,Caroline Hill Road
Conduit Road,22.27882,114.15077,7713,Conduit Road
"Queen's Road, Hong Kong",22.2808,114.156,14562,Wellington Street
Kowloon Park,22.30143,114.16986000000001,16357,Austin Road
Grand Promenade,22.28518,114.22473000000001,6174,Tai Hong Street
Kowloon City Plaza,22.33096,114.18823,4374,Carpenter Road
Cheung Chau,22.210556,114.02888899999999,49076,San Hing Street
Tai Ping Shan Street,22.28452,114.1485,5440,Tai Ping Shan Street
Lok Fu station,22.338,114.1871,19,Junction Road
St. Mary's Canossian College,22.303060000000002,114.1763,8490,Austin Road
Hung Hom station,22.3029,114.1816,105,On Wan Road
Sham Shui Po station,22.3307,114.1623,11,Cheung Sha Wan Road
Changzhou Island,23.081111111111003,113.41333333333,3885,
Ho Man Tin,22.316666666667,114.18333333333,8989,Fat Kwong Street
Diamond Hill station,22.3401,114.2016,23,Lung Poon Street
Sai Wan Ho Ferry Pier,22.2863,114.2241,2464,Tai Hong Street
"Victoria, Hong Kong",22.278333333333002,114.17444444443998,57293,Lockhart Road
San Po Kong,22.33547,114.19837,10136,Tseuk Luk Street
Gough Street,22.28414,114.15276999999999,4107,Gough Street
Hong Kong Disneyland Hotel,22.307958333333,114.04394166667,7773,Magic Road
Kowloon City Ferry Pier,22.317813,114.194351,2925,San Ma Tau Street
Tai On Building,22.282842000000002,114.22198300000001,3504,Shau Kei Wan Road
Mong Kok East station,22.3222,114.1728,8,
"Stanley, Hong Kong",22.216666666667,114.21666666667,45991,Tung Tau Wan Road
Apliu Street,22.33031,114.16205,8001,Apliu Street
"Argyle Street, Hong Kong",22.32037,114.17586000000001,7788,Argyle Street
Wong Tai Sin station,22.3417,114.1939,15,Ching Tak Street
Yau Ma Tei Police Station,22.309676,114.168704,4342,Canton Road
Australian International School Hong Kong,22.335555555556002,114.17833333333,7260,Norfolk Road
Sha Tin Park,22.38,114.1903,2513,Yuen Wo Road
Grand Waterfront,22.319444444444,114.19305555556002,3204,San Ma Tau Street
Kowloon Shangri-La,22.297198,114.177361,15797,Mody Road
"Peel Street, Hong Kong",22.28238,114.15235,5489,Staunton Street
Amoy Gardens,22.32445,114.21659,8503,Ngau Tau Kok Road
Ho Man Tin station,22.3093,114.1829,19,Chung Hau Street
Nam Cheong station,22.3268,114.1533,9,Lin Cheung Road
Lockhart Road,22.27818,114.1734,11084,Lockhart Road
Ho King Commercial Building,22.31585,114.17188,3467,Fa Yuen Street
Nam Koo Terrace,22.2749,114.1698,7420,Ship Street
Canton Road,22.31759,114.16748999999999,8825,Canton Road
Celestial Heights,22.31927,114.18477,3001,Sheung Shing Street
The Harbourfront Landmark,22.303333333333,114.19305555556002,4407,Wan Hoi Street
Hong Kong Museum of Art,22.293547222222,114.172025,12036,Salisbury Road
Wa Ying College,22.319511111111,114.18258333333,2946,Sheung Wo Street
Kai Tak Development,22.3272,114.1978,10454,
St. Teresa Secondary School,22.3188,114.1802,2117,Sheung Shing Street
Tamar Park,22.28161,114.1656,7029,Harcourt Road
Kowloon Peak,22.341388888888996,114.22333333333,8158,
Tai Koo station,22.2846,114.2161,52,Kornhill Road
Granville Road,22.300195000000002,114.17453200000001,5159,Granville Road
Mira Place,22.301,114.1721,220,Nathan Road
Google China,39.992777777778,116.32333333333,177113,Chengfu Road
Hong Kong Museum of Medical Sciences,22.2834,114.149,4313,U Lam Terrace
Temple of Heaven,39.8822,116.4066,194113,
"Holy Trinity College, Hong Kong",22.3326,114.16842,3639,Wai Lun Street
Kwong Wah Hospital,22.315,114.1722,6347,Waterloo Road
"Canal Road, Hong Kong",22.277910000000002,114.18117,3988,Canal Road West
Joy Hing's Roasted Meat,22.278385,114.176606,5818,Lockhart Road
West Kowloon Cultural District,22.301,114.155,20379,Western Harbour Crossing
Kai Tak Airport,22.328611111111,114.19416666667,195145,Dakota Drive
Chai Wan,22.27,114.24,15773,Shing Tai Road
Island Harbourview,22.3189,114.1575,4599,Hoi Fai Road
Tao Fong Shan,22.3842,114.1821,3608,To Fung Shan Road
Charming Garden,22.31387,114.1655,2107,Hoi Ting Road
Hennessy Road,22.27891,114.18019,8411,Hennessy Road
Macau,22.166666666667,113.55,1872931,Ponte Governador Nobre de Carvalho
Tung Ping Chau,22.543333333333003,114.43055555556002,9206,Peng Chau Country Trail
Cyberport,22.261805555556002,114.13021388889,24003,Cyberport Road
Cheung Sha Wan Plaza,22.3371,114.14867,2198,Cheung Sha Wan Road
Hoi Sham Island,22.314813,114.192072,2988,Yuk Yat Street
Queen Elizabeth Hospital (Hong Kong),22.30934,114.17561,12907,Gascoigne Road
Sha Tin District,22.38715,114.19533999999999,20424,Tak Hau Street
Yau Ma Tei Fruit Market,22.3122,114.1682,6273,Waterloo Road
Education University of Hong Kong,22.4689,114.194,13634,Lo Ping Road
COSCO Tower,22.285429999999998,114.15308999999999,4533,Queen's Road Central
Novotel Nathan Road Kowloon Hong Kong,22.307238888889,114.17205555556002,5549,Nathan Road
Chi Lin Nunnery,22.340725,114.20521388889,24208,Chi Lin Drive
Harbour Place,22.30327,114.18592,4048,Oi King Street
Dragon's Back,22.2357,114.2437,16468,Hong Kong Trail Sec. 8
Hollywood Road Park,22.285979,114.14768899999999,2855,Po Yan Street
Stubbs Road,22.2695,114.1774,6046,Bowen Road Fitness Trail
Dr Sun Yat-sen Museum,22.281999999999996,114.15100000000001,7632,Castle Road
Un Chau Estate,22.336917,114.156219,3801,Un Chau Street
"Queen Elizabeth School, Hong Kong",22.324,114.1713,4992,Sai Yee Street
Lee Theatre,22.278333333333002,114.18305555556002,3919,Percival Street
AIA Tower,22.288775100000002,114.1922379,5803,King Wah Road
